nom,brillance,masse,rayon,rayonOrbite,periodeOrbite,excentricite,type
Kepler-1029 b,14.434,2.13,8027.46,0.047,0.012046544,0.0,Super Earth
Kepler-102 b,12.072,4.3,2994.37,0.0552,0.01451061,0.0,Terrestrial
Kepler-102 c,12.072,3.0,3695.18,0.067,0.01943874,0.0,Terrestrial
Kepler-102 d,12.072,3.8,7517.78,0.0862,0.028199865,0.0,Super Earth
Kepler-102 e,12.072,8.93,14143.62,0.1162,0.044079397,0.0,Super Earth
Kepler-102 f,12.072,5.2,5606.4800000000005,0.1655,0.075290896,0.0,Terrestrial
Kepler-1030 b,16.003,6.71,15450.331,0.1338,0.05284052,0.0,Neptune-like
Kepler-1031 b,13.877,0.59,5542.7699999999995,0.0218,0.003285421,0.0,Terrestrial
Kepler-1032 b,16.007,4.16,11913.77,0.0361,0.009034907,0.0,Super Earth
Kepler-1033 b,16.186,6.85,15660.064,0.0761,0.020807665,0.0,Neptune-like
Kepler-1034 b,15.269,5.73,14122.022,0.0965,0.033127997,0.0,Neptune-like
Kepler-1035 b,13.097,1.71,7454.07,0.0386,0.0073921974,0.0,Super Earth
Kepler-1036 b,13.87,9.32,18806.059,0.4629,0.33648187,0.0,Neptune-like
Kepler-1037 b,14.475,2.18,8154.88,0.0198,0.003011636,0.0,Super Earth
Kepler-1038 b,15.03,12.2,22021.965,0.5238,0.40657085,0.0,Neptune-like
Kepler-1038 c,15.03,2.59,9021.336,0.0692,0.01943874,0.0,Super Earth
Kepler-1039 b,14.438,2.73,9301.66,0.0184,0.0024640656,0.0,Super Earth
Kepler-103 b,11.883,9.7,21043.211,0.1269,0.043805614,0.03,Neptune-like
Kepler-103 c,11.883,36.1,32089.149,0.6372,0.49171802,0.02,Neptune-like
Kepler-1040 b,13.614,4.98,13251.68,0.6559,0.5505818,0.0,Super Earth
Kepler-1041 b,14.576,8.96,18316.682,0.1688,0.0678987,0.0,Neptune-like
Kepler-1042 b,16.004,5.43,13952.49,0.0756,0.027652293,0.0,Neptune-like
Kepler-1043 b,14.949,7.04,15869.797,0.2159,0.10540725,0.0,Neptune-like
Kepler-1044 b,15.478,7.61,16638.818,0.0741,0.018617386,0.0,Neptune-like
Kepler-1045 b,15.879,7.7,16778.64,0.1616,0.07227926,0.0,Neptune-like
Kepler-1046 b,13.347,3.57,10894.41,0.1167,0.03942505,0.0,Super Earth
Kepler-1047 b,13.46,5.02,13315.39,0.2939,0.15386721,0.0,Super Earth
Kepler-1047 c,13.46,0.937,6307.29,0.0434,0.008761123,0.0,Terrestrial
Kepler-1048 b,15.138,3.22,10257.310000000001,0.059,0.01889117,0.0,Super Earth
Kepler-1049 b,14.695,0.809,6052.45,0.0349,0.009034907,0.0,Terrestrial
Kepler-104 b,12.697,19.6,19365.347,0.094,0.031211497,0.0,Super Earth
Kepler-104 c,12.697,9.96,19505.169,0.153,0.06488707,0.0,Neptune-like
Kepler-104 d,12.697,12.5,22301.609,0.257,0.14182067,0.0,Neptune-like
Kepler-1050 b,13.198,3.19,10193.6,0.1313,0.042162903,0.0,Super Earth
Kepler-1050 c,13.198,2.79,9429.08,0.1622,0.057768654,0.0,Super Earth
Kepler-1051 b,13.212,11.5,21183.033,0.1891,0.07118412,0.0,Neptune-like
Kepler-1052 b,14.932,8.91,18246.771,0.2046,0.095551,0.0,Neptune-like
Kepler-1053 b,13.576,0.904,6243.58,0.0315,0.006570842,0.0,Terrestrial
Kepler-1054 b,14.143,7.41,16429.085,0.054,0.011772759,0.0,Neptune-like
Kepler-1055 b,13.194,2.04,7836.33,0.0331,0.0062970566,0.0,Super Earth
Kepler-1056 b,14.772,9.32,18806.059,0.1629,0.075290896,0.0,Neptune-like
Kepler-1057 b,15.825,11.2,20973.3,0.1138,0.038603697,0.0,Neptune-like
Kepler-1058 b,15.869,7.85,16988.373,0.3679,0.30390143,0.0,Neptune-like
Kepler-1059 b,15.785,3.64,11021.83,0.044,0.010403832,0.0,Super Earth
Kepler-105 b,12.981,5.1,29991.819,0.066,0.014784395,0.47,Neptune-like
Kepler-105 c,12.981,4.6,8346.01,0.0711,0.01943874,0.0,Super Earth
Kepler-1060 b,14.827,6.26,14821.132,0.2495,0.12840521,0.0,Neptune-like
Kepler-1061 b,13.319,4.58,12614.58,0.0384,0.007665982,0.0,Super Earth
Kepler-1062 b,15.095,3.75,11212.960000000001,0.0748,0.025462013,0.0,Super Earth
Kepler-1063 b,13.029,2.83,9492.789999999999,0.1176,0.038603697,0.0,Super Earth
Kepler-1064 b,13.958,3.02,9875.050000000001,0.1183,0.04517454,0.0,Super Earth
Kepler-1065 b,15.744,13.4,23280.363,0.0455,0.009856262,0.0,Neptune-like
Kepler-1065 c,15.744,3.19,10193.6,0.0344,0.006570842,0.0,Super Earth
Kepler-1066 b,13.115,6.17,14751.221,0.0299,0.005201916,0.0,Neptune-like
Kepler-1067 b,14.395,0.437,5096.8,0.0162,0.0021902807,0.0,Terrestrial
Kepler-1067 c,14.395,3.7,11130.137,0.0601,0.014784395,0.0,Super Earth
Kepler-1068 b,16.096,12.8,22651.164,0.1309,0.046269678,0.0,Neptune-like
Kepler-1069 b,13.234,3.19,10193.6,0.1685,0.065434635,0.0,Super Earth
Kepler-106 b,12.923,5.3,5224.219999999999,0.0648,0.016974675,0.0,Terrestrial
Kepler-106 c,12.923,10.44,15590.153,0.1096,0.037234772,0.0,Super Earth
Kepler-106 d,12.923,8.1,6052.45,0.1602,0.06570842,0.0,Terrestrial
Kepler-106 e,12.923,11.17,15939.708,0.2395,0.11991786,0.0,Super Earth
Kepler-1070 b,14.133,3.64,11021.83,0.0693,0.016974675,0.0,Super Earth
Kepler-1071 b,15.881,6.26,14821.132,0.0615,0.016974675,0.0,Neptune-like
Kepler-1072 b,13.972,3.12,10066.18,0.0269,0.0043805614,0.0,Super Earth
Kepler-1073 b,14.749,5.9,14331.755,0.0805,0.023819301,0.0,Neptune-like
Kepler-1073 c,14.749,3.33,10448.439999999999,0.0483,0.0109514035,0.0,Super Earth
Kepler-1073 d,14.749,2.82,9480.048,0.0352,0.0068446267,0.0,Super Earth
Kepler-1074 b,15.599,2.1,7963.75,0.0536,0.01615332,0.0,Super Earth
Kepler-1075 b,15.909,2.6,9046.82,0.0208,0.0041067763,0.0,Super Earth
Kepler-1076 b,13.175,0.437,5096.8,0.0611,0.01670089,0.0,Terrestrial
Kepler-1077 b,14.923,8.1,17268.017,0.2101,0.094182074,0.0,Neptune-like
Kepler-1078 b,15.703,4.27,12104.9,0.0388,0.008213553,0.0,Super Earth
Kepler-1079 b,12.78,3.29,10384.73,0.1092,0.03613963,0.0,Super Earth
Kepler-107 b,12.543,3.51,9785.856,0.04544,0.008761123,0.0,Super Earth
Kepler-107 c,12.543,9.39,10174.487,0.06064,0.013415469,0.0,Super Earth
Kepler-107 d,12.543,3.8,5479.0599999999995,0.08377,0.021902807,0.0,Super Earth
Kepler-107 e,12.543,8.6,18106.949,0.12639,0.040246405,0.0,Neptune-like
Kepler-1080 b,13.486,10.8,20483.923,0.3781,0.21163587,0.0,Neptune-like
Kepler-1081 b,13.827,1.01,6434.71,0.0466,0.010677618,0.0,Super Earth
Kepler-1082 b,13.444,1.46,7135.52,0.0257,0.0041067763,0.0,Super Earth
Kepler-1083 b,16.103,11.2,20973.3,0.1899,0.091444224,0.0,Neptune-like
Kepler-1084 b,12.015,1.41,7071.81,0.0324,0.0057494864,0.0,Super Earth
Kepler-1085 b,15.273,41.34,45022.684,0.7391,0.6004107,0.0,Gas Giant
Kepler-1085 c,15.273,10.7,20414.012,0.3002,0.15550992,0.0,Neptune-like
Kepler-1086 b,16.002,6.53,15240.598,0.1198,0.05147159,0.0,Neptune-like
Kepler-1086 c,16.002,8.96,18316.682,0.503,0.4421629,0.0,Neptune-like
Kepler-1087 b,12.973,0.165,3886.31,0.0148,0.0019164955,0.0,Terrestrial
Kepler-1088 b,11.472,2.6,9046.82,0.1602,0.06324436,0.0,Super Earth
Kepler-1089 b,16.233,4.01,11658.93,0.0497,0.013963039,0.0,Super Earth
Kepler-108 b,12.657,55.967999999999996,53971.292,0.292,0.13470227,0.22,Gas Giant
Kepler-108 c,12.657,50.88,51035.03,0.721,0.521013,0.04,Gas Giant
Kepler-1090 b,15.31,5.69,14052.111,0.6364,0.54401094,0.0,Neptune-like
Kepler-1090 c,15.31,10.9,20553.834,0.2274,0.11608488,0.0,Neptune-like
Kepler-1091 b,14.874,2.73,9301.66,0.0252,0.003832991,0.0,Super Earth
Kepler-1092 b,14.659,4.94,13187.97,0.2996,0.16043805,0.0,Super Earth
Kepler-1093 b,13.781,4.46,12423.449999999999,0.1685,0.06872006,0.0,Super Earth
Kepler-1093 c,13.781,4.5,12487.16,0.394,0.2455852,0.0,Super Earth
Kepler-1094 b,15.318,10.2,19854.724,0.3625,0.21382615,0.0,Neptune-like
Kepler-1095 b,14.597,1.92,7708.91,0.0514,0.011772759,0.0,Super Earth
Kepler-1096 b,15.438,2.07,7900.04,0.034,0.007939767,0.0,Super Earth
Kepler-1097 b,15.652,10.7,20344.101,0.5791,0.51389456,0.0,Neptune-like
Kepler-1098 b,14.886,2.24,8282.300000000001,0.0358,0.0068446267,0.0,Super Earth
Kepler-1099 b,15.137,8.4,17617.572,0.0337,0.006023272,0.0,Neptune-like
Kepler-109 b,12.398,7.3,14751.221,0.0683,0.01779603,0.21,Neptune-like
Kepler-109 c,12.398,21.8,15729.975,0.1506,0.05804244,0.03,Neptune-like
Kepler-10 b,11.043,4.60853,9435.451000000001,0.0172,0.0021902807,0.06,Super Earth
Kepler-10 c,11.043,7.37,14471.577,0.241,0.12402464,0.03,Super Earth
Kepler-1100 b,13.952,3.71,11149.25,0.0684,0.017522246,0.0,Super Earth
Kepler-1101 b,15.156,6.66,15380.42,0.3483,0.22258727,0.0,Neptune-like
Kepler-1102 b,14.928,7.56,16568.907,0.2731,0.14045174,0.0,Neptune-like
Kepler-1103 b,14.294,5.77,14191.933,0.1473,0.054209445,0.0,Neptune-like
Kepler-1104 b,12.125,2.04,7836.33,0.0628,0.0136892535,0.0,Super Earth
Kepler-1105 b,15.315,4.7,12805.71,0.0471,0.012046544,0.0,Super Earth
Kepler-1106 b,14.863,3.36,10512.15,0.0239,0.003559206,0.0,Super Earth
Kepler-1107 b,14.315,2.36,8537.140000000001,0.0126,0.0016427105,0.0,Super Earth
Kepler-1108 b,15.132,2.73,9301.66,0.0511,0.0123203285,0.0,Super Earth
Kepler-1109 b,14.405,5.43,13952.49,0.2466,0.10294318,0.0,Neptune-like
Kepler-110 b,13.003,4.01,11658.93,0.107,0.034770705,0.0,Super Earth
Kepler-110 c,13.003,5.52,14079.91,0.198,0.08678987,0.0,Neptune-like
Kepler-1110 b,16.274,7.56,16568.907,0.0754,0.026557151,0.0,Neptune-like
Kepler-1111 b,14.88,4.66,12742.0,0.0872,0.024093088,0.0,Super Earth
Kepler-1112 b,14.74,9.38,18806.059,0.1239,0.03942505,0.0,Neptune-like
Kepler-1113 b,14.943,8.3,17547.661,0.2415,0.11581109,0.0,Neptune-like
Kepler-1114 b,13.935,2.39,8600.85,0.1102,0.04106776,0.0,Super Earth
Kepler-1115 b,11.983,3.53,10830.699999999999,0.2134,0.06461328,0.0,Super Earth
Kepler-1116 b,15.424,6.99,15869.797,0.233,0.11416838,0.0,Neptune-like
Kepler-1117 b,14.15,1.41,7071.81,0.0546,0.013141684,0.0,Super Earth
Kepler-1118 b,15.238,7.95,17058.284,0.2079,0.105954826,0.0,Neptune-like
Kepler-1119 b,15.296,4.35,12232.32,0.0812,0.022724163,0.0,Super Earth
Kepler-111 b,13.543,3.12,10066.18,0.046,0.009034907,0.0,Super Earth
Kepler-111 c,13.543,41.976,45512.061,0.761,0.61546886,0.0,Gas Giant
Kepler-1120 b,15.494,2.48,8791.98,0.0369,0.007939767,0.0,Super Earth
Kepler-1121 b,12.144,4.31,12168.609999999999,0.1187,0.03613963,0.0,Super Earth
Kepler-1122 b,15.405,4.82,12996.84,0.2315,0.11553731,0.0,Super Earth
Kepler-1123 b,14.933,3.43,10639.57,0.0497,0.011772759,0.0,Super Earth
Kepler-1124 b,16.745,2.18,8154.88,0.0305,0.007939767,0.0,Super Earth
Kepler-1125 b,15.042,4.04,11722.640000000001,0.1348,0.048459962,0.0,Super Earth
Kepler-1126 b,14.221,3.64,11021.83,0.4126,0.2973306,0.0,Super Earth
Kepler-1127 b,15.162,4.5,12487.16,0.0556,0.013963039,0.0,Super Earth
Kepler-1128 b,15.934,12.9,22790.986,0.302,0.16865161,0.0,Neptune-like
Kepler-1129 b,15.661,9.06,18456.504,0.1644,0.06652977,0.0,Neptune-like
Kepler-1129 c,15.661,7.9,17058.284,0.3528,0.20944558,0.0,Neptune-like
Kepler-112 b,13.927,6.17,14751.221,0.076,0.022997946,0.0,Neptune-like
Kepler-112 c,13.927,6.35,14960.954,0.172,0.07830253,0.0,Neptune-like
Kepler-1130 b,12.509,0.437,5096.8,0.0595,0.015058179,0.0,Terrestrial
Kepler-1130 c,12.509,0.422,5045.832,0.0423,0.009034907,0.0,Terrestrial
Kepler-1130 d,12.509,0.202,4109.295,0.0506,0.011772759,0.0,Terrestrial
Kepler-1131 b,15.01,3.15,10129.890000000001,0.0459,0.009582478,0.0,Super Earth
Kepler-1132 b,15.818,6.12,14681.31,0.2881,0.17221081,0.0,Neptune-like
Kepler-1133 b,14.785,4.54,12550.869999999999,0.0983,0.03175907,0.0,Super Earth
Kepler-1134 b,16.233,7.46,16498.996,0.1242,0.04681725,0.0,Neptune-like
Kepler-1135 b,14.545,4.08,11786.35,0.3436,0.2108145,0.0,Super Earth
Kepler-1136 b,16.037,3.33,10448.439999999999,0.0299,0.006570842,0.0,Super Earth
Kepler-1137 b,12.827,5.48,14016.2,0.1871,0.065434635,0.0,Neptune-like
Kepler-1138 b,15.885,3.53,10830.699999999999,0.0415,0.008761123,0.0,Super Earth
Kepler-1139 b,14.229,1.81,7581.49,0.0165,0.0021902807,0.0,Super Earth
Kepler-113 b,13.655,11.7,11595.220000000001,0.0502,0.013141684,0.0,Super Earth
Kepler-113 c,13.655,8.7,13888.78,0.0763,0.02436687,0.0,Neptune-like
Kepler-1140 b,15.751,8.1,17268.017,0.1478,0.06598221,0.0,Neptune-like
Kepler-1141 b,12.403,0.477,5224.219999999999,0.0345,0.0062970566,0.0,Terrestrial
Kepler-1142 b,14.505,2.76,9365.369999999999,0.1343,0.050102666,0.0,Super Earth
Kepler-1143 b,15.493,3.43,10639.57,0.0371,0.007939767,0.0,Super Earth
Kepler-1143 c,15.493,12.6,22441.431,0.6477,0.5765914,0.0,Neptune-like
Kepler-1144 b,14.943,4.62,12678.289999999999,0.1291,0.04681725,0.0,Super Earth
Kepler-1145 b,15.471,2.54,8919.4,0.0443,0.0109514035,0.0,Super Earth
Kepler-1146 b,15.953,2.04,7836.33,0.0325,0.006570842,0.0,Super Earth
Kepler-1147 b,15.613,7.32,16289.263,0.0961,0.02902122,0.0,Neptune-like
Kepler-1148 b,15.533,3.5,10766.99,0.0188,0.003011636,0.0,Super Earth
Kepler-1149 b,15.146,2.67,9174.24,0.0473,0.010130048,0.0,Super Earth
Kepler-114 b,13.961,6.8,8027.46,0.053,0.014236824,0.0,Super Earth
Kepler-114 c,13.961,2.8,10193.6,0.06482,0.021902807,0.0,Super Earth
Kepler-114 d,13.961,3.9,15799.886,0.08358,0.03230664,0.0,Neptune-like
Kepler-1150 b,14.748,1.04,6498.42,0.0382,0.007665982,0.0,Super Earth
Kepler-1151 b,15.005,5.56,14143.62,0.3197,0.17960301,0.0,Neptune-like
Kepler-1152 b,15.31,0.59,5542.7699999999995,0.0223,0.0043805614,0.0,Terrestrial
Kepler-1153 b,15.767,3.64,11021.83,0.0277,0.004928131,0.0,Super Earth
Kepler-1154 b,14.953,6.08,14611.399,0.0631,0.014236824,0.0,Neptune-like
Kepler-1154 c,14.953,6.17,14751.221,0.0875,0.023271732,0.0,Neptune-like
Kepler-1155 b,14.799,4.78,12933.13,0.2006,0.091718,0.0,Super Earth
Kepler-1156 b,14.262,2.3,8409.720000000001,0.0994,0.032580424,0.0,Super Earth
Kepler-1157 b,14.603,1.32,6944.39,0.0448,0.0123203285,0.0,Super Earth
Kepler-1158 b,13.618,6.08,14611.399,0.1246,0.036960986,0.0,Neptune-like
Kepler-1159 b,14.678,6.21,14751.221,0.1603,0.062149215,0.0,Neptune-like
Kepler-115 b,13.545,1.32,6944.39,0.036,0.006570842,0.0,Super Earth
Kepler-115 c,13.545,7.27,16219.352,0.087,0.024640657,0.0,Neptune-like
Kepler-1160 b,16.006,5.22,13633.94,0.0755,0.021902807,0.0,Neptune-like
Kepler-1161 b,16.163,5.18,13570.23,0.0784,0.029295003,0.0,Neptune-like
Kepler-1162 b,15.749,5.52,14079.91,0.19,0.08925393,0.0,Neptune-like
Kepler-1163 b,12.208,1.08,6562.13,0.0685,0.01670089,0.0,Super Earth
Kepler-1164 b,14.321,1.46,7135.52,0.0457,0.0109514035,0.0,Super Earth
Kepler-1165 b,14.521,3.02,9875.050000000001,0.0914,0.026009582,0.0,Super Earth
Kepler-1165 c,14.521,11.2,20973.3,0.1969,0.08213552,0.0,Neptune-like
Kepler-1166 b,14.65,3.5,10766.99,0.1975,0.09089665,0.0,Super Earth
Kepler-1167 b,16.047,3.57,10894.41,0.0175,0.0027378509,0.0,Super Earth
Kepler-1168 b,15.755,6.8,15590.153,0.2663,0.15277207,0.0,Neptune-like
Kepler-1169 b,12.707,0.779,5988.74,0.0709,0.01670089,0.0,Terrestrial
Kepler-116 b,13.744,11.6,21322.855,0.069,0.016427105,0.0,Neptune-like
Kepler-116 c,13.744,5.9,14331.755,0.116,0.035865847,0.0,Neptune-like
Kepler-1170 b,16.204,6.39,15030.865,0.088,0.027378507,0.0,Neptune-like
Kepler-1171 b,11.647,7.08,15939.708,0.0284,0.003832991,0.0,Neptune-like
Kepler-1172 b,16.083,10.3,19924.635,0.168,0.07118412,0.0,Neptune-like
Kepler-1173 b,13.896,0.64,5670.1900000000005,0.0157,0.0021902807,0.0,Terrestrial
Kepler-1174 b,14.271,3.15,10129.890000000001,0.0732,0.01889117,0.0,Super Earth
Kepler-1175 b,15.972,9.22,18666.237,0.2181,0.10376455,0.0,Neptune-like
Kepler-1176 b,15.27,6.57,15310.509,0.1589,0.066255994,0.0,Neptune-like
Kepler-1177 b,14.773,4.27,12104.9,0.4301,0.29075974,0.0,Super Earth
Kepler-1178 b,14.212,1.24,6816.97,0.1596,0.087063655,0.0,Super Earth
Kepler-1179 b,14.214,2.3,8409.720000000001,0.0346,0.0073921974,0.0,Super Earth
Kepler-117 b,14.282,29.875,50266.009,0.1445,0.05147159,0.05,Neptune-like
Kepler-117 c,14.282,585.12,76972.011,0.2804,0.13908282,0.03,Gas Giant
Kepler-1180 b,15.081,4.62,12678.289999999999,0.1246,0.046269678,0.0,Super Earth
Kepler-1181 b,13.549,3.09,10002.470000000001,0.0621,0.013415469,0.0,Super Earth
Kepler-1182 b,15.742,6.39,15030.865,0.0981,0.030663928,0.0,Neptune-like
Kepler-1183 b,15.968,8.35,17617.572,0.1793,0.078028746,0.0,Neptune-like
Kepler-1184 b,14.99,7.65,16708.729,0.2863,0.1467488,0.0,Neptune-like
Kepler-1185 b,12.63,2.33,8473.43,0.4297,0.28583163,0.0,Super Earth
Kepler-1186 b,15.367,5.6,14207.33,0.1281,0.044079397,0.0,Neptune-like
Kepler-1187 b,14.73,7.32,16289.263,0.1401,0.051745377,0.0,Neptune-like
Kepler-1188 b,14.941,4.98,13251.68,0.135,0.04681725,0.0,Super Earth
Kepler-1189 b,14.463,3.78,11276.67,0.0467,0.010403832,0.0,Super Earth
Kepler-118 b,14.867,4.5,12487.16,0.073,0.02053388,0.0,Super Earth
Kepler-118 c,14.867,45.791999999999994,47889.035,0.141,0.055304587,0.0,Gas Giant
Kepler-1190 b,14.665,2.33,8473.43,0.0845,0.028747434,0.0,Super Earth
Kepler-1191 b,15.319,2.89,9620.210000000001,0.0587,0.015331964,0.0,Super Earth
Kepler-1192 b,15.858,6.17,14751.221,0.1693,0.068993844,0.0,Neptune-like
Kepler-1193 b,13.577,2.3,8409.720000000001,0.0403,0.007665982,0.0,Super Earth
Kepler-1194 b,14.31,2.89,9620.210000000001,0.1212,0.044353183,0.0,Super Earth
Kepler-1195 b,16.003,4.98,13251.68,0.0726,0.023271732,0.0,Super Earth
Kepler-1196 b,15.009,5.6,14207.33,0.3179,0.18124571,0.0,Neptune-like
Kepler-1197 b,15.346,2.1,7963.75,0.0283,0.0054757018,0.0,Super Earth
Kepler-1198 b,14.986,2.76,9365.369999999999,0.0732,0.021081451,0.0,Super Earth
Kepler-1199 b,13.173,1.6,7326.65,0.1152,0.04106776,0.0,Super Earth
Kepler-119 b,14.375,12.6,22441.431,0.035,0.006570842,0.0,Neptune-like
Kepler-119 c,14.375,0.721,5861.320000000001,0.049,0.011225188,0.0,Terrestrial
Kepler-11 b,13.817,1.9,11467.800000000001,0.091,0.028199865,0.05,Terrestrial
Kepler-11 c,13.817,2.9,17897.216,0.107,0.03559206,0.03,Neptune-like
Kepler-11 d,13.817,7.3,19435.258,0.155,0.062149215,0.0,Neptune-like
Kepler-11 e,13.817,8.0,26146.714,0.195,0.08761123,0.01,Neptune-like
Kepler-11 f,13.817,2.0,15520.242,0.25,0.12785764,0.01,Neptune-like
Kepler-11 g,13.817,25.0,20763.567,0.466,0.32416153,0.15,Neptune-like
Kepler-1200 b,16.06,1.2,6753.26,0.0188,0.003011636,0.0,Super Earth
Kepler-1201 b,14.765,5.86,14261.844,0.1183,0.04161533,0.0,Neptune-like
Kepler-1202 b,15.833,8.96,18316.682,0.179,0.07857632,0.0,Neptune-like
Kepler-1203 b,15.385,1.2,6753.26,0.0114,0.0016427105,0.0,Super Earth
Kepler-1204 b,15.45,9.53,19015.792,0.3877,0.2346338,0.0,Neptune-like
Kepler-1205 b,15.316,2.57,8983.109999999999,0.0196,0.003011636,0.0,Super Earth
Kepler-1206 b,15.971,3.33,10448.439999999999,0.0201,0.003285421,0.0,Super Earth
Kepler-1207 b,14.595,3.26,10321.02,0.1156,0.037508555,0.0,Super Earth
Kepler-1208 b,16.256,5.99,14471.577,0.0901,0.030390145,0.0,Neptune-like
Kepler-1209 b,12.554,2.89,9620.210000000001,0.18,0.06954141,0.0,Super Earth
Kepler-120 b,14.995,8.5,13697.65,0.055,0.017248461,0.0,Super Earth
Kepler-120 c,14.995,2.96,9747.630000000001,0.088,0.03504449,0.0,Super Earth
Kepler-1210 b,15.649,3.53,10830.699999999999,0.0753,0.022176592,0.0,Super Earth
Kepler-1211 b,16.016,7.04,15869.797,0.0985,0.030116359,0.0,Neptune-like
Kepler-1212 b,15.133,5.22,13633.94,0.1082,0.035318274,0.0,Neptune-like
Kepler-1213 b,13.416,1.81,7581.49,0.0635,0.01451061,0.0,Super Earth
Kepler-1214 b,15.459,6.17,14751.221,0.128,0.05147159,0.0,Neptune-like
Kepler-1215 b,14.539,1.98,7772.62,0.0528,0.013141684,0.0,Super Earth
Kepler-1216 b,15.262,2.51,8855.689999999999,0.0519,0.012046544,0.0,Super Earth
Kepler-1217 b,15.343,4.62,12678.289999999999,0.0326,0.0054757018,0.0,Super Earth
Kepler-1218 b,13.73,2.67,9174.24,0.1564,0.062696785,0.0,Super Earth
Kepler-1219 b,12.339,5.14,13506.52,0.1418,0.044079397,0.0,Neptune-like
Kepler-121 b,14.904,6.08,14611.399,0.039,0.008761123,0.0,Neptune-like
Kepler-121 c,14.904,5.77,14191.933,0.216,0.112251885,0.0,Neptune-like
Kepler-1220 b,15.194,2.92,9683.92,0.0734,0.020260096,0.0,Super Earth
Kepler-1221 b,15.909,4.19,11977.48,0.0906,0.03285421,0.0,Super Earth
Kepler-1222 b,14.21,0.418,5033.09,0.0282,0.005201916,0.0,Terrestrial
Kepler-1223 b,14.911,1.98,7772.62,0.1186,0.044626966,0.0,Super Earth
Kepler-1224 b,12.926,2.33,8473.43,0.1165,0.036413416,0.0,Super Earth
Kepler-1225 b,14.819,3.97,11595.220000000001,0.0771,0.019164955,0.0,Super Earth
Kepler-1226 b,14.324,2.7,9237.949999999999,0.1361,0.047364816,0.0,Super Earth
